Date,Temple,Day_Of_Week,Month,Year,Is_Weekend,Is_Holiday,Festival,Temperature,Rainfall,Footfall
2015-01-15,Somnath,3,1,2015,0,0,None,20.6,0.0,26586
2015-01-15,Dwarka,3,1,2015,0,0,None,23.6,0.0,20864
2015-01-15,Ambaji,3,1,2015,0,0,None,18.9,0.0,37802
2015-01-15,Pavagadh,3,1,2015,0,0,None,24.3,0.0,19396
2015-01-16,Somnath,4,1,2015,0,0,None,25.3,0.0,26935
2015-01-16,Dwarka,4,1,2015,0,0,None,25.8,0.0,20170
2015-01-16,Ambaji,4,1,2015,0,0,None,19.6,0.0,35745
2015-01-16,Pavagadh,4,1,2015,0,0,None,18.1,0.0,20654
2015-01-17,Somnath,5,1,2015,1,0,None,18.1,0.0,36596
2015-01-17,Dwarka,5,1,2015,1,0,None,24.5,0.0,30065
2015-01-17,Ambaji,5,1,2015,1,0,None,21.3,0.0,53542
2015-01-17,Pavagadh,5,1,2015,1,0,None,24.6,0.0,25676
2015-01-18,Somnath,6,1,2015,1,0,None,20.7,0.0,36566
2015-01-18,Dwarka,6,1,2015,1,0,None,26.9,0.0,32114
2015-01-18,Ambaji,6,1,2015,1,0,None,23.8,0.0,48951
2015-01-18,Pavagadh,6,1,2015,1,0,None,20.8,0.0,26736
2015-01-19,Somnath,0,1,2015,0,0,None,27.4,0.0,27074
2015-01-19,Dwarka,0,1,2015,0,0,None,21.7,0.0,23884
2015-01-19,Ambaji,0,1,2015,0,0,None,22.3,0.0,38245
2015-01-19,Pavagadh,0,1,2015,0,0,None,26.5,0.0,19540
2015-01-20,Somnath,1,1,2015,0,0,None,26.5,0.0,23347
2015-01-20,Dwarka,1,1,2015,0,0,None,23.6,0.0,22862
2015-01-20,Ambaji,1,1,2015,0,0,None,23.7,0.0,35805
2015-01-20,Pavagadh,1,1,2015,0,0,None,27.9,0.0,20073
2015-01-21,Somnath,2,1,2015,0,0,None,26.8,0.0,25985
2015-01-21,Dwarka,2,1,2015,0,0,None,25.0,0.0,21091
2015-01-21,Ambaji,2,1,2015,0,0,None,26.1,0.0,37569
2015-01-21,Pavagadh,2,1,2015,0,0,None,27.1,0.0,20006
2015-01-22,Somnath,3,1,2015,0,0,None,26.0,0.0,26009
2015-01-22,Dwarka,3,1,2015,0,0,None,26.0,0.0,21287
2015-01-22,Ambaji,3,1,2015,0,0,None,21.8,0.0,35547
2015-01-22,Pavagadh,3,1,2015,0,0,None,18.4,0.0,20170
2015-01-23,Somnath,4,1,2015,0,0,None,20.9,0.0,22652
2015-01-23,Dwarka,4,1,2015,0,0,None,18.4,0.0,21384
2015-01-23,Ambaji,4,1,2015,0,0,None,19.3,0.0,36889
2015-01-23,Pavagadh,4,1,2015,0,0,None,20.2,0.0,18341
2015-01-24,Somnath,5,1,2015,1,0,None,18.5,0.0,36170
2015-01-24,Dwarka,5,1,2015,1,0,None,25.3,0.0,29778
2015-01-24,Ambaji,5,1,2015,1,0,None,26.0,0.0,44477
2015-01-24,Pavagadh,5,1,2015,1,0,None,18.3,0.0,30494
2015-01-25,Somnath,6,1,2015,1,0,None,22.1,0.0,31619
2015-01-25,Dwarka,6,1,2015,1,0,None,23.5,0.0,30118
2015-01-25,Ambaji,6,1,2015,1,0,None,27.5,0.0,50483
2015-01-25,Pavagadh,6,1,2015,1,0,None,22.2,0.0,28838
2015-01-26,Somnath,0,1,2015,0,1,None,18.1,0.0,32098
2015-01-26,Dwarka,0,1,2015,0,1,None,26.6,0.0,31200
2015-01-26,Ambaji,0,1,2015,0,1,None,22.9,0.0,50146
2015-01-26,Pavagadh,0,1,2015,0,1,None,22.0,0.0,28917
2015-01-27,Somnath,1,1,2015,0,0,None,21.7,0.0,25015
2015-01-27,Dwarka,1,1,2015,0,0,None,26.6,0.0,20516
2015-01-27,Ambaji,1,1,2015,0,0,None,18.7,0.0,31685
2015-01-27,Pavagadh,1,1,2015,0,0,None,23.9,0.0,20301
2015-01-28,Somnath,2,1,2015,0,0,None,21.9,0.0,24791
2015-01-28,Dwarka,2,1,2015,0,0,None,23.5,0.0,21498
2015-01-28,Ambaji,2,1,2015,0,0,None,27.6,0.0,32870
2015-01-28,Pavagadh,2,1,2015,0,0,None,18.7,0.0,18072
2015-01-29,Somnath,3,1,2015,0,0,None,18.9,0.0,22855
2015-01-29,Dwarka,3,1,2015,0,0,None,21.2,0.0,19902
2015-01-29,Ambaji,3,1,2015,0,0,None,26.1,0.0,32327
2015-01-29,Pavagadh,3,1,2015,0,0,None,25.0,0.0,21509
2015-01-30,Somnath,4,1,2015,0,0,None,25.4,0.0,23910
2015-01-30,Dwarka,4,1,2015,0,0,None,19.8,0.0,23350
2015-01-30,Ambaji,4,1,2015,0,0,None,27.9,0.0,34104
2015-01-30,Pavagadh,4,1,2015,0,0,None,25.8,0.0,21723
2015-01-31,Somnath,5,1,2015,1,0,None,26.6,0.0,38100
2015-01-31,Dwarka,5,1,2015,1,0,None,19.0,0.0,32835
2015-01-31,Ambaji,5,1,2015,1,0,None,21.2,0.0,43506
2015-01-31,Pavagadh,5,1,2015,1,0,None,27.1,0.0,29732
2015-02-01,Somnath,6,2,2015,1,0,None,27.5,0.0,35291
2015-02-01,Dwarka,6,2,2015,1,0,None,20.9,0.0,33152
2015-02-01,Ambaji,6,2,2015,1,0,None,25.9,0.0,46086
2015-02-01,Pavagadh,6,2,2015,1,0,None,18.6,0.0,29919
2015-02-02,Somnath,0,2,2015,0,0,None,21.5,0.0,23214
2015-02-02,Dwarka,0,2,2015,0,0,None,25.6,0.0,20244
2015-02-02,Ambaji,0,2,2015,0,0,None,18.8,0.0,32009
2015-02-02,Pavagadh,0,2,2015,0,0,None,26.2,0.0,18325
2015-02-03,Somnath,1,2,2015,0,0,None,18.8,2.0,24371
2015-02-03,Dwarka,1,2,2015,0,0,None,21.7,0.0,23967
2015-02-03,Ambaji,1,2,2015,0,0,None,27.9,0.0,34133
2015-02-03,Pavagadh,1,2,2015,0,0,None,18.8,0.0,20233
2015-02-04,Somnath,2,2,2015,0,0,None,22.2,0.0,23055
2015-02-04,Dwarka,2,2,2015,0,0,None,22.9,0.0,21862
2015-02-04,Ambaji,2,2,2015,0,0,None,18.6,0.0,32322
2015-02-04,Pavagadh,2,2,2015,0,0,None,24.5,0.0,20333
2015-02-05,Somnath,3,2,2015,0,0,None,27.6,0.0,23928
2015-02-05,Dwarka,3,2,2015,0,0,None,26.7,0.0,24038
2015-02-05,Ambaji,3,2,2015,0,0,None,18.1,0.0,31802
2015-02-05,Pavagadh,3,2,2015,0,0,None,26.9,0.0,21971
2015-02-06,Somnath,4,2,2015,0,0,None,18.7,0.0,27346
2015-02-06,Dwarka,4,2,2015,0,0,None,23.2,0.0,22861
2015-02-06,Ambaji,4,2,2015,0,0,None,22.5,0.0,35590
2015-02-06,Pavagadh,4,2,2015,0,0,None,27.0,0.0,19123
2015-02-07,Somnath,5,2,2015,1,0,None,27.5,0.0,35613
2015-02-07,Dwarka,5,2,2015,1,0,None,20.8,0.0,29741
2015-02-07,Ambaji,5,2,2015,1,0,None,23.8,0.0,57408
2015-02-07,Pavagadh,5,2,2015,1,0,None,25.0,0.0,28947
2015-02-08,Somnath,6,2,2015,1,0,None,24.8,0.0,39444
2015-02-08,Dwarka,6,2,2015,1,0,None,27.5,0.0,30787
2015-02-08,Ambaji,6,2,2015,1,0,None,27.3,0.0,41476
2015-02-08,Pavagadh,6,2,2015,1,0,None,21.8,0.0,27855
2015-02-09,Somnath,0,2,2015,0,0,None,23.9,0.0,27349
2015-02-09,Dwarka,0,2,2015,0,0,None,26.4,0.0,21862
2015-02-09,Ambaji,0,2,2015,0,0,None,22.1,0.0,31894
2015-02-09,Pavagadh,0,2,2015,0,0,None,26.6,0.0,21998
2015-02-10,Somnath,1,2,2015,0,0,None,28.0,0.0,26344
2015-02-10,Dwarka,1,2,2015,0,0,None,27.4,0.0,20888
2015-02-10,Ambaji,1,2,2015,0,0,None,22.5,0.0,38178
2015-02-10,Pavagadh,1,2,2015,0,0,None,24.1,0.0,20686
2015-02-11,Somnath,2,2,2015,0,0,None,24.2,0.0,23067
2015-02-11,Dwarka,2,2,2015,0,0,None,24.7,0.0,23198
2015-02-11,Ambaji,2,2,2015,0,0,None,23.2,0.0,35363
2015-02-11,Pavagadh,2,2,2015,0,0,None,23.6,0.0,19613
2015-02-12,Somnath,3,2,2015,0,0,None,19.3,0.0,26275
2015-02-12,Dwarka,3,2,2015,0,0,None,24.2,0.0,20737
2015-02-12,Ambaji,3,2,2015,0,0,None,19.4,0.0,33954
2015-02-12,Pavagadh,3,2,2015,0,0,None,23.9,0.0,19749
2015-02-13,Somnath,4,2,2015,0,0,None,27.0,0.0,25069
2015-02-13,Dwarka,4,2,2015,0,0,None,25.8,0.0,22537
2015-02-13,Ambaji,4,2,2015,0,0,None,26.6,0.0,32529
2015-02-13,Pavagadh,4,2,2015,0,0,None,27.3,0.0,19032
2015-02-14,Somnath,5,2,2015,1,0,None,22.6,2.0,33765
2015-02-14,Dwarka,5,2,2015,1,0,None,24.3,0.0,26786
2015-02-14,Ambaji,5,2,2015,1,0,None,19.3,0.0,47781
2015-02-14,Pavagadh,5,2,2015,1,0,None,19.8,0.0,29433
2015-02-15,Somnath,6,2,2015,1,0,None,24.7,0.0,30388
2015-02-15,Dwarka,6,2,2015,1,0,None,19.7,0.0,26962
2015-02-15,Ambaji,6,2,2015,1,0,None,19.2,0.0,45669
2015-02-15,Pavagadh,6,2,2015,1,0,None,23.0,0.0,27723
2015-02-16,Somnath,0,2,2015,0,0,None,24.3,0.0,26867
2015-02-16,Dwarka,0,2,2015,0,0,None,27.2,0.0,21018
2015-02-16,Ambaji,0,2,2015,0,0,None,26.1,0.0,32791
2015-02-16,Pavagadh,0,2,2015,0,0,None,20.1,0.0,19938
2015-02-17,Somnath,1,2,2015,0,0,Maha Shivratri,24.2,0.0,370604
2015-02-17,Dwarka,1,2,2015,0,0,None,18.4,0.0,22938
2015-02-17,Ambaji,1,2,2015,0,0,None,27.0,0.0,35224
2015-02-17,Pavagadh,1,2,2015,0,0,None,19.1,0.0,20130
2015-02-18,Somnath,2,2,2015,0,0,None,20.4,0.0,24386
2015-02-18,Dwarka,2,2,2015,0,0,None,18.2,0.0,20730
2015-02-18,Ambaji,2,2,2015,0,0,None,21.3,0.0,37733
2015-02-18,Pavagadh,2,2,2015,0,0,None,23.9,0.0,21156
2015-02-19,Somnath,3,2,2015,0,0,None,23.0,0.0,25185
2015-02-19,Dwarka,3,2,2015,0,0,None,23.9,0.0,21699
2015-02-19,Ambaji,3,2,2015,0,0,None,19.3,0.0,34041
2015-02-19,Pavagadh,3,2,2015,0,0,None,24.5,0.0,19424
2015-02-20,Somnath,4,2,2015,0,0,None,27.9,0.0,23686
2015-02-20,Dwarka,4,2,2015,0,0,None,19.0,0.0,20882
2015-02-20,Ambaji,4,2,2015,0,0,None,19.6,0.0,33495
2015-02-20,Pavagadh,4,2,2015,0,0,None,19.7,0.0,18320
2015-02-21,Somnath,5,2,2015,1,0,None,23.2,0.0,34509
2015-02-21,Dwarka,5,2,2015,1,0,None,22.0,0.0,34463
2015-02-21,Ambaji,5,2,2015,1,0,None,20.6,0.0,54489
2015-02-21,Pavagadh,5,2,2015,1,0,None,23.6,0.0,28581
2015-02-22,Somnath,6,2,2015,1,0,None,19.9,0.0,34679
2015-02-22,Dwarka,6,2,2015,1,0,None,20.4,0.0,29964
2015-02-22,Ambaji,6,2,2015,1,0,None,23.8,0.0,49186
2015-02-22,Pavagadh,6,2,2015,1,0,None,18.5,0.0,24220
2015-02-23,Somnath,0,2,2015,0,0,None,27.9,0.0,26549
2015-02-23,Dwarka,0,2,2015,0,0,None,20.5,0.0,23145
2015-02-23,Ambaji,0,2,2015,0,0,None,24.0,0.0,34382
2015-02-23,Pavagadh,0,2,2015,0,0,None,21.5,0.0,21322
2015-02-24,Somnath,1,2,2015,0,0,None,27.7,0.0,26154
2015-02-24,Dwarka,1,2,2015,0,0,None,27.4,0.0,20092
2015-02-24,Ambaji,1,2,2015,0,0,None,25.4,0.0,37392
2015-02-24,Pavagadh,1,2,2015,0,0,None,19.4,0.0,18806
2015-02-25,Somnath,2,2,2015,0,0,None,19.6,0.0,26572
2015-02-25,Dwarka,2,2,2015,0,0,None,24.7,0.0,21378
2015-02-25,Ambaji,2,2,2015,0,0,None,26.8,0.0,37216
2015-02-25,Pavagadh,2,2,2015,0,0,None,22.4,0.0,19850
2015-02-26,Somnath,3,2,2015,0,0,None,21.0,0.0,25013
2015-02-26,Dwarka,3,2,2015,0,0,None,20.3,0.0,21489
2015-02-26,Ambaji,3,2,2015,0,0,None,23.4,0.0,35869
2015-02-26,Pavagadh,3,2,2015,0,0,None,19.2,0.0,20510
2015-02-27,Somnath,4,2,2015,0,0,None,21.3,0.0,26470
2015-02-27,Dwarka,4,2,2015,0,0,None,24.2,0.0,23733
2015-02-27,Ambaji,4,2,2015,0,0,None,25.9,0.0,33682
2015-02-27,Pavagadh,4,2,2015,0,0,None,20.5,0.0,18134
2015-02-28,Somnath,5,2,2015,1,0,None,23.7,0.0,35718
2015-02-28,Dwarka,5,2,2015,1,0,None,26.2,0.0,29916
2015-02-28,Ambaji,5,2,2015,1,0,None,22.0,0.0,44028
2015-02-28,Pavagadh,5,2,2015,1,0,None,25.2,0.0,29672
2015-03-01,Somnath,6,3,2015,1,0,None,38.0,0.0,32048
2015-03-01,Dwarka,6,3,2015,1,0,None,42.0,0.0,29646
2015-03-01,Ambaji,6,3,2015,1,0,None,33.7,0.0,50134
2015-03-01,Pavagadh,6,3,2015,1,0,None,32.2,0.0,30115
2015-03-02,Somnath,0,3,2015,0,0,None,39.7,1.0,26036
2015-03-02,Dwarka,0,3,2015,0,0,None,33.7,0.0,22469
2015-03-02,Ambaji,0,3,2015,0,0,None,36.7,0.0,38040
2015-03-02,Pavagadh,0,3,2015,0,0,None,42.2,0.0,18896
2015-03-03,Somnath,1,3,2015,0,0,None,41.2,0.0,25294
2015-03-03,Dwarka,1,3,2015,0,0,None,37.7,0.0,21555
2015-03-03,Ambaji,1,3,2015,0,0,None,32.6,0.0,37119
2015-03-03,Pavagadh,1,3,2015,0,0,None,32.1,0.0,19592
2015-03-04,Somnath,2,3,2015,0,0,None,37.9,1.0,24231
2015-03-04,Dwarka,2,3,2015,0,0,None,35.8,0.0,21789
2015-03-04,Ambaji,2,3,2015,0,0,None,34.5,0.0,32485
2015-03-04,Pavagadh,2,3,2015,0,0,None,33.9,0.0,19675
2015-03-05,Somnath,3,3,2015,0,0,None,42.1,0.0,23301
2015-03-05,Dwarka,3,3,2015,0,0,None,32.1,0.0,20583
2015-03-05,Ambaji,3,3,2015,0,0,None,42.6,0.0,28613
2015-03-05,Pavagadh,3,3,2015,0,0,None,43.0,0.0,16615
2015-03-06,Somnath,4,3,2015,0,0,None,40.2,0.0,26990
2015-03-06,Dwarka,4,3,2015,0,0,None,34.3,0.0,19960
2015-03-06,Ambaji,4,3,2015,0,0,None,37.2,0.0,31959
2015-03-06,Pavagadh,4,3,2015,0,0,None,40.5,0.0,20097
2015-03-07,Somnath,5,3,2015,1,0,None,36.8,0.0,32864
2015-03-07,Dwarka,5,3,2015,1,0,None,34.0,0.0,31932
2015-03-07,Ambaji,5,3,2015,1,0,None,35.0,0.0,43770
2015-03-07,Pavagadh,5,3,2015,1,0,None,33.7,0.0,25927
2015-03-08,Somnath,6,3,2015,1,0,None,34.4,0.0,32414
2015-03-08,Dwarka,6,3,2015,1,0,None,33.1,0.0,30283
2015-03-08,Ambaji,6,3,2015,1,0,None,34.6,0.0,49300
2015-03-08,Pavagadh,6,3,2015,1,0,None,41.4,0.0,23801
2015-03-09,Somnath,0,3,2015,0,0,None,35.2,0.0,22565
2015-03-09,Dwarka,0,3,2015,0,0,None,32.9,0.0,19916
2015-03-09,Ambaji,0,3,2015,0,0,None,34.0,0.0,34449
2015-03-09,Pavagadh,0,3,2015,0,0,None,41.8,0.0,16832
2015-03-10,Somnath,1,3,2015,0,0,None,36.2,0.0,23840
2015-03-10,Dwarka,1,3,2015,0,0,None,38.9,0.0,22229
2015-03-10,Ambaji,1,3,2015,0,0,None,36.8,0.0,38139
2015-03-10,Pavagadh,1,3,2015,0,0,None,40.4,0.0,21473
2015-03-11,Somnath,2,3,2015,0,0,None,37.4,0.0,26499
2015-03-11,Dwarka,2,3,2015,0,0,None,36.7,0.0,20982
2015-03-11,Ambaji,2,3,2015,0,0,None,38.0,0.0,33305
2015-03-11,Pavagadh,2,3,2015,0,0,None,33.5,0.0,21937
2015-03-12,Somnath,3,3,2015,0,0,None,37.8,0.0,23861
2015-03-12,Dwarka,3,3,2015,0,0,None,32.2,1.0,20318
2015-03-12,Ambaji,3,3,2015,0,0,None,38.3,0.0,35379
2015-03-12,Pavagadh,3,3,2015,0,0,None,39.2,0.0,18825
2015-03-13,Somnath,4,3,2015,0,0,None,32.1,0.0,27000
2015-03-13,Dwarka,4,3,2015,0,0,None,41.6,0.0,20681
2015-03-13,Ambaji,4,3,2015,0,0,None,33.9,1.0,34431
2015-03-13,Pavagadh,4,3,2015,0,0,None,36.2,0.0,18187
2015-03-14,Somnath,5,3,2015,1,0,None,33.8,0.0,33593
2015-03-14,Dwarka,5,3,2015,1,0,None,34.7,0.0,29008
2015-03-14,Ambaji,5,3,2015,1,0,None,39.9,0.0,49227
2015-03-14,Pavagadh,5,3,2015,1,0,None,39.3,1.0,27280
2015-03-15,Somnath,6,3,2015,1,0,None,32.3,0.0,32292
2015-03-15,Dwarka,6,3,2015,1,0,None,37.5,0.0,31699
2015-03-15,Ambaji,6,3,2015,1,0,None,33.2,0.0,50551
2015-03-15,Pavagadh,6,3,2015,1,0,None,39.6,0.0,28707
2015-03-16,Somnath,0,3,2015,0,0,None,40.8,0.0,23860
2015-03-16,Dwarka,0,3,2015,0,0,None,38.5,0.0,20202
2015-03-16,Ambaji,0,3,2015,0,0,None,42.1,0.0,32718
2015-03-16,Pavagadh,0,3,2015,0,0,None,34.0,0.0,21491
2015-03-17,Somnath,1,3,2015,0,0,None,40.1,0.0,25793
2015-03-17,Dwarka,1,3,2015,0,0,None,39.6,0.0,20898
2015-03-17,Ambaji,1,3,2015,0,0,None,37.4,0.0,38413
2015-03-17,Pavagadh,1,3,2015,0,0,None,42.4,0.0,19977
2015-03-18,Somnath,2,3,2015,0,0,None,34.0,0.0,27077
2015-03-18,Dwarka,2,3,2015,0,0,None,32.4,0.0,21108
2015-03-18,Ambaji,2,3,2015,0,0,None,42.2,1.0,32884
2015-03-18,Pavagadh,2,3,2015,0,0,None,41.5,0.0,18798
2015-03-19,Somnath,3,3,2015,0,0,None,32.4,0.0,23650
2015-03-19,Dwarka,3,3,2015,0,0,None,33.3,0.0,22863
2015-03-19,Ambaji,3,3,2015,0,0,None,35.7,0.0,31957
2015-03-19,Pavagadh,3,3,2015,0,0,None,35.5,0.0,21162
2015-03-20,Somnath,4,3,2015,0,0,None,35.5,0.0,26929
2015-03-20,Dwarka,4,3,2015,0,0,None,38.8,0.0,19907
2015-03-20,Ambaji,4,3,2015,0,0,None,41.6,0.0,33001
2015-03-20,Pavagadh,4,3,2015,0,0,None,42.3,0.0,18428
2015-03-21,Somnath,5,3,2015,1,0,None,40.4,0.0,35789
2015-03-21,Dwarka,5,3,2015,1,0,None,41.6,5.0,28070
2015-03-21,Ambaji,5,3,2015,1,0,None,40.1,0.0,44927
2015-03-21,Pavagadh,5,3,2015,1,0,None,35.2,0.0,24467
2015-03-22,Somnath,6,3,2015,1,0,None,32.2,5.0,33837
2015-03-22,Dwarka,6,3,2015,1,0,None,39.5,0.0,34657
2015-03-22,Ambaji,6,3,2015,1,0,None,33.0,0.0,56248
2015-03-22,Pavagadh,6,3,2015,1,0,None,37.1,0.0,29287
2015-03-23,Somnath,0,3,2015,0,0,None,34.5,1.0,25748
2015-03-23,Dwarka,0,3,2015,0,0,None,38.7,0.0,20814
2015-03-23,Ambaji,0,3,2015,0,0,None,33.9,0.0,32805
2015-03-23,Pavagadh,0,3,2015,0,0,None,40.6,0.0,18231
2015-03-24,Somnath,1,3,2015,0,0,None,42.7,0.0,25902
2015-03-24,Dwarka,1,3,2015,0,0,None,33.9,0.0,23136
2015-03-24,Ambaji,1,3,2015,0,0,None,39.7,0.0,37210
2015-03-24,Pavagadh,1,3,2015,0,0,None,34.5,0.0,20147
2015-03-25,Somnath,2,3,2015,0,0,None,38.5,0.0,22957
2015-03-25,Dwarka,2,3,2015,0,0,None,41.7,0.0,20461
2015-03-25,Ambaji,2,3,2015,0,0,None,42.5,0.0,33594
2015-03-25,Pavagadh,2,3,2015,0,0,None,38.1,0.0,19633
2015-03-26,Somnath,3,3,2015,0,0,None,36.1,0.0,26117
2015-03-26,Dwarka,3,3,2015,0,0,None,37.5,0.0,20768
2015-03-26,Ambaji,3,3,2015,0,0,None,39.5,0.0,37458
2015-03-26,Pavagadh,3,3,2015,0,0,None,37.4,0.0,20369
2015-03-27,Somnath,4,3,2015,0,0,None,41.1,0.0,23246
2015-03-27,Dwarka,4,3,2015,0,0,None,34.9,0.0,23308
2015-03-27,Ambaji,4,3,2015,0,0,None,39.2,0.0,37571
2015-03-27,Pavagadh,4,3,2015,0,0,None,39.8,0.0,20789
2015-03-28,Somnath,5,3,2015,1,0,None,39.5,0.0,33787
2015-03-28,Dwarka,5,3,2015,1,0,None,41.7,0.0,24803
2015-03-28,Ambaji,5,3,2015,1,0,None,35.7,0.0,49590
2015-03-28,Pavagadh,5,3,2015,1,0,None,41.2,0.0,23403
2015-03-29,Somnath,6,3,2015,1,0,None,42.8,0.0,31118
2015-03-29,Dwarka,6,3,2015,1,0,None,40.6,0.0,32212
2015-03-29,Ambaji,6,3,2015,1,0,None,42.6,0.0,43348
2015-03-29,Pavagadh,6,3,2015,1,0,None,42.3,0.0,24083
2015-03-30,Somnath,0,3,2015,0,0,None,32.7,0.0,24229
2015-03-30,Dwarka,0,3,2015,0,0,None,38.8,0.0,23634
2015-03-30,Ambaji,0,3,2015,0,0,None,42.7,1.0,29978
2015-03-30,Pavagadh,0,3,2015,0,0,None,40.3,0.0,18088
2015-03-31,Somnath,1,3,2015,0,0,None,35.6,0.0,26352
2015-03-31,Dwarka,1,3,2015,0,0,None,39.5,0.0,21003
2015-03-31,Ambaji,1,3,2015,0,0,None,43.0,0.0,29222
2015-03-31,Pavagadh,1,3,2015,0,0,None,40.7,0.0,18883
2015-04-01,Somnath,2,4,2015,0,0,None,32.9,0.0,25772
2015-04-01,Dwarka,2,4,2015,0,0,None,35.0,1.0,20464
2015-04-01,Ambaji,2,4,2015,0,0,None,36.8,1.0,34438
2015-04-01,Pavagadh,2,4,2015,0,0,None,39.0,0.0,19096
2015-04-02,Somnath,3,4,2015,0,0,None,42.8,0.0,22216
2015-04-02,Dwarka,3,4,2015,0,0,None,34.3,0.0,22667
2015-04-02,Ambaji,3,4,2015,0,0,None,36.1,0.0,34812
2015-04-02,Pavagadh,3,4,2015,0,0,None,42.7,0.0,19773
2015-04-03,Somnath,4,4,2015,0,0,None,40.5,0.0,26305
2015-04-03,Dwarka,4,4,2015,0,0,None,38.9,0.0,19943
2015-04-03,Ambaji,4,4,2015,0,0,None,42.1,0.0,32417
2015-04-03,Pavagadh,4,4,2015,0,0,None,33.3,0.0,20742
2015-04-04,Somnath,5,4,2015,1,0,None,36.7,0.0,31911
2015-04-04,Dwarka,5,4,2015,1,0,None,38.4,0.0,30891
2015-04-04,Ambaji,5,4,2015,1,0,None,37.0,0.0,45017
